净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,0.8950,1.6930,0.00%,开放申购,开放赎回,
2016-07-19,0.8950,1.6930,-0.22%,开放申购,开放赎回,
2016-07-18,0.8970,1.6970,-0.44%,开放申购,开放赎回,
2016-07-15,0.9010,1.7040,0.11%,开放申购,开放赎回,
2016-07-14,0.9000,1.7020,-0.11%,开放申购,开放赎回,
2016-07-13,0.9010,1.7040,0.67%,开放申购,开放赎回,
2016-07-12,0.8950,1.6930,1.82%,开放申购,开放赎回,
2016-07-11,0.8790,1.6630,0.00%,开放申购,开放赎回,
2016-07-08,0.8790,1.6630,-0.11%,开放申购,开放赎回,
2016-07-07,0.8800,1.6650,-0.23%,开放申购,开放赎回,
2016-07-06,0.8820,1.6680,0.92%,开放申购,开放赎回,
2016-07-05,0.8740,1.6530,0.23%,开放申购,开放赎回,
2016-07-04,0.8720,1.6490,1.87%,开放申购,开放赎回,
2016-07-01,0.8560,1.6190,-0.23%,开放申购,开放赎回,
2016-06-30,0.8580,1.6230,0.47%,开放申购,开放赎回,
2016-06-29,0.8540,1.6150,0.00%,开放申购,开放赎回,
2016-06-28,0.8540,1.6150,0.59%,开放申购,开放赎回,
2016-06-27,0.8490,1.6060,2.04%,开放申购,开放赎回,
2016-06-24,0.8320,1.5740,-1.19%,开放申购,开放赎回,
2016-06-23,0.8420,1.5930,-0.59%,开放申购,开放赎回,
2016-06-22,0.8470,1.6020,1.44%,开放申购,开放赎回,
2016-06-21,0.8350,1.5790,-0.48%,开放申购,开放赎回,
2016-06-20,0.8390,1.5870,0.36%,开放申购,开放赎回,
2016-06-17,0.8360,1.5810,0.84%,开放申购,开放赎回,
2016-06-16,0.8290,1.5680,-0.72%,开放申购,开放赎回,
2016-06-15,0.8350,1.5790,2.33%,开放申购,开放赎回,
2016-06-14,0.8160,1.5440,0.49%,开放申购,开放赎回,
2016-06-13,0.8120,1.5360,-4.36%,开放申购,开放赎回,
2016-06-08,0.8490,1.6060,-0.59%,开放申购,开放赎回,
