净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,0.7482,0.7482,-0.43%,开放申购,开放赎回,
2016-07-19,0.7514,0.7514,0.35%,开放申购,开放赎回,
2016-07-18,0.7488,0.7488,-1.58%,开放申购,开放赎回,
2016-07-15,0.7608,0.7608,-0.68%,开放申购,开放赎回,
2016-07-14,0.7660,0.7660,0.03%,开放申购,开放赎回,
2016-07-13,0.7658,0.7658,0.33%,开放申购,开放赎回,
2016-07-12,0.7633,0.7633,2.31%,开放申购,开放赎回,
2016-07-11,0.7461,0.7461,-0.23%,开放申购,开放赎回,
2016-07-08,0.7478,0.7478,0.01%,开放申购,开放赎回,
2016-07-07,0.7477,0.7477,0.09%,开放申购,开放赎回,
2016-07-06,0.7470,0.7470,-0.29%,开放申购,开放赎回,
2016-07-05,0.7492,0.7492,-0.17%,开放申购,开放赎回,
2016-07-04,0.7505,0.7505,2.40%,开放申购,开放赎回,
2016-07-01,0.7329,0.7329,-0.22%,开放申购,开放赎回,
2016-06-30,0.7345,0.7345,0.14%,开放申购,开放赎回,
2016-06-29,0.7335,0.7335,0.05%,开放申购,开放赎回,
2016-06-28,0.7331,0.7331,1.27%,开放申购,开放赎回,
2016-06-27,0.7239,0.7239,1.56%,开放申购,开放赎回,
2016-06-24,0.7128,0.7128,-1.32%,开放申购,开放赎回,
2016-06-23,0.7223,0.7223,-0.44%,开放申购,开放赎回,
2016-06-22,0.7255,0.7255,1.30%,开放申购,开放赎回,
2016-06-21,0.7162,0.7162,0.67%,开放申购,开放赎回,
2016-06-20,0.7114,0.7114,0.23%,开放申购,开放赎回,
2016-06-17,0.7098,0.7098,0.60%,开放申购,开放赎回,
2016-06-16,0.7056,0.7056,-0.95%,开放申购,开放赎回,
2016-06-15,0.7124,0.7124,1.08%,开放申购,开放赎回,
2016-06-14,0.7048,0.7048,0.71%,开放申购,开放赎回,
2016-06-13,0.6998,0.6998,-3.65%,开放申购,开放赎回,
2016-06-08,0.7263,0.7263,-0.41%,开放申购,开放赎回,
2016-06-07,0.7293,0.7293,0.36%,开放申购,开放赎回,
2016-06-06,0.7267,0.7267,-0.74%,开放申购,开放赎回,
2016-06-03,0.7321,0.7321,0.16%,开放申购,开放赎回,
2016-06-02,0.7309,0.7309,0.41%,开放申购,开放赎回,
2016-06-01,0.7279,0.7279,-1.15%,开放申购,开放赎回,
2016-05-31,0.7364,0.7364,5.80%,开放申购,开放赎回,
2016-05-30,0.6960,0.6960,0.56%,开放申购,开放赎回,
2016-05-27,0.6921,0.6921,-0.36%,开放申购,开放赎回,
2016-05-26,0.6946,0.6946,0.39%,开放申购,开放赎回,
2016-05-25,0.6919,0.6919,0.12%,开放申购,开放赎回,
2016-05-24,0.6911,0.6911,-1.00%,开放申购,开放赎回,
2016-05-23,0.6981,0.6981,0.13%,开放申购,开放赎回,
2016-05-20,0.6972,0.6972,0.81%,开放申购,开放赎回,
2016-05-19,0.6916,0.6916,-0.36%,开放申购,开放赎回,
2016-05-18,0.6941,0.6941,0.51%,开放申购,开放赎回,
2016-05-17,0.6906,0.6906,0.12%,开放申购,开放赎回,
2016-05-16,0.6898,0.6898,0.33%,开放申购,开放赎回,
2016-05-13,0.6875,0.6875,-0.55%,开放申购,开放赎回,
2016-05-12,0.6913,0.6913,0.96%,开放申购,开放赎回,
2016-05-11,0.6847,0.6847,-0.26%,开放申购,开放赎回,
2016-05-10,0.6865,0.6865,-0.22%,开放申购,开放赎回,
2016-05-09,0.6880,0.6880,-2.34%,开放申购,开放赎回,
2016-05-06,0.7045,0.7045,-3.28%,开放申购,开放赎回,
2016-05-05,0.7284,0.7284,0.03%,开放申购,开放赎回,
2016-05-04,0.7282,0.7282,-0.34%,开放申购,开放赎回,
2016-05-03,0.7307,0.7307,1.42%,开放申购,开放赎回,
2016-04-29,0.7205,0.7205,-0.39%,开放申购,开放赎回,
2016-04-28,0.7233,0.7233,-0.34%,开放申购,开放赎回,
2016-04-27,0.7258,0.7258,-0.93%,开放申购,开放赎回,
2016-04-26,0.7326,0.7326,0.73%,开放申购,开放赎回,
2016-04-25,0.7273,0.7273,-0.99%,开放申购,开放赎回,
2016-04-22,0.7346,0.7346,0.60%,开放申购,开放赎回,
2016-04-21,0.7302,0.7302,-0.99%,开放申购,开放赎回,
2016-04-20,0.7375,0.7375,-0.85%,开放申购,开放赎回,
2016-04-19,0.7438,0.7438,0.61%,开放申购,开放赎回,
2016-04-18,0.7393,0.7393,-1.78%,开放申购,开放赎回,
2016-04-15,0.7527,0.7527,-0.32%,开放申购,开放赎回,
2016-04-14,0.7551,0.7551,0.52%,开放申购,开放赎回,
2016-04-13,0.7512,0.7512,2.04%,开放申购,开放赎回,
2016-04-12,0.7362,0.7362,-0.12%,开放申购,开放赎回,
2016-04-11,0.7371,0.7371,2.06%,开放申购,开放赎回,
2016-04-08,0.7222,0.7222,-1.43%,开放申购,开放赎回,
2016-04-07,0.7327,0.7327,-1.94%,开放申购,开放赎回,
2016-04-06,0.7472,0.7472,-0.69%,开放申购,开放赎回,
2016-04-05,0.7524,0.7524,1.37%,开放申购,开放赎回,
2016-04-01,0.7422,0.7422,-0.38%,开放申购,开放赎回,
2016-03-31,0.7450,0.7450,0.00%,开放申购,开放赎回,
2016-03-30,0.7450,0.7450,2.84%,开放申购,开放赎回,
2016-03-29,0.7244,0.7244,-0.41%,开放申购,开放赎回,
2016-03-28,0.7274,0.7274,-2.09%,开放申购,开放赎回,
2016-03-25,0.7429,0.7429,1.03%,开放申购,开放赎回,
2016-03-24,0.7353,0.7353,-3.42%,开放申购,开放赎回,
2016-03-23,0.7613,0.7613,1.34%,开放申购,开放赎回,
