净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,1.1392,1.8425,-0.56%,开放申购,开放赎回,
2016-07-19,1.1456,1.8489,0.86%,开放申购,开放赎回,
2016-07-18,1.1358,1.8391,-2.17%,开放申购,开放赎回,
2016-07-15,1.1610,1.8643,-0.97%,开放申购,开放赎回,
2016-07-14,1.1724,1.8757,0.04%,开放申购,开放赎回,
2016-07-13,1.1719,1.8752,0.33%,开放申购,开放赎回,
2016-07-12,1.1680,1.8713,2.38%,开放申购,开放赎回,
2016-07-11,1.1409,1.8442,-0.32%,开放申购,开放赎回,
2016-07-08,1.1446,1.8479,0.21%,开放申购,开放赎回,
2016-07-07,1.1422,1.8455,0.14%,开放申购,开放赎回,
2016-07-06,1.1406,1.8439,-0.22%,开放申购,开放赎回,
2016-07-05,1.1431,1.8464,-0.11%,开放申购,开放赎回,
2016-07-04,1.1444,1.8477,2.85%,开放申购,开放赎回,
2016-07-01,1.1127,1.8160,-0.42%,开放申购,开放赎回,
2016-06-30,1.1174,1.8207,0.31%,开放申购,开放赎回,
2016-06-29,1.1139,1.8172,-0.26%,开放申购,开放赎回,
2016-06-28,1.1168,1.8201,1.58%,开放申购,开放赎回,
2016-06-27,1.0994,1.8027,1.95%,开放申购,开放赎回,
2016-06-24,1.0784,1.7817,-1.51%,开放申购,开放赎回,
2016-06-23,1.0949,1.7982,-0.43%,开放申购,开放赎回,
2016-06-22,1.0996,1.8029,1.75%,开放申购,开放赎回,
2016-06-21,1.0807,1.7840,1.00%,开放申购,开放赎回,
2016-06-20,1.0700,1.7733,0.21%,开放申购,开放赎回,
2016-06-17,1.0678,1.7711,0.74%,开放申购,开放赎回,
2016-06-16,1.0600,1.7633,-1.26%,开放申购,开放赎回,
2016-06-15,1.0735,1.7768,1.40%,开放申购,开放赎回,
2016-06-14,1.0587,1.7620,0.77%,开放申购,开放赎回,
2016-06-13,1.0506,1.7539,-4.49%,开放申购,开放赎回,
2016-06-08,1.1000,1.8033,-0.58%,开放申购,开放赎回,
2016-06-07,1.1064,1.8097,0.47%,开放申购,开放赎回,
2016-06-06,1.1012,1.8045,-0.78%,开放申购,开放赎回,
2016-06-03,1.1099,1.8132,0.07%,开放申购,开放赎回,
2016-06-02,1.1091,1.8124,0.64%,开放申购,开放赎回,
2016-06-01,1.1021,1.8054,-1.24%,开放申购,开放赎回,
2016-05-31,1.1159,1.8192,7.06%,开放申购,开放赎回,
2016-05-30,1.0423,1.7456,0.47%,开放申购,开放赎回,
2016-05-27,1.0374,1.7407,-0.47%,开放申购,开放赎回,
2016-05-26,1.0423,1.7456,0.46%,开放申购,开放赎回,
2016-05-25,1.0375,1.7408,0.18%,开放申购,开放赎回,
2016-05-24,1.0356,1.7389,-1.10%,开放申购,开放赎回,
2016-05-23,1.0471,1.7504,0.24%,开放申购,开放赎回,
2016-05-20,1.0446,1.7479,1.13%,开放申购,开放赎回,
2016-05-19,1.0329,1.7362,-0.47%,开放申购,开放赎回,
2016-05-18,1.0378,1.7411,0.28%,开放申购,开放赎回,
2016-05-17,1.0349,1.7382,0.23%,开放申购,开放赎回,
2016-05-16,1.0325,1.7358,0.61%,开放申购,开放赎回,
2016-05-13,1.0262,1.7295,-0.74%,开放申购,开放赎回,
2016-05-12,1.0339,1.7372,0.61%,开放申购,开放赎回,
2016-05-11,1.0276,1.7309,-0.47%,开放申购,开放赎回,
2016-05-10,1.0325,1.7358,-0.27%,开放申购,开放赎回,
2016-05-09,1.0353,1.7386,-2.89%,开放申购,开放赎回,
2016-05-06,1.0661,1.7694,-3.61%,开放申购,开放赎回,
2016-05-05,1.1060,1.8093,0.07%,开放申购,开放赎回,
2016-05-04,1.1052,1.8085,-0.49%,开放申购,开放赎回,
2016-05-03,1.1106,1.8139,2.11%,开放申购,开放赎回,
2016-04-29,1.0876,1.7909,-0.39%,开放申购,开放赎回,
2016-04-28,1.0919,1.7952,-0.44%,开放申购,开放赎回,
2016-04-27,1.0967,1.8000,-1.22%,开放申购,开放赎回,
2016-04-26,1.1102,1.8135,0.94%,开放申购,开放赎回,
2016-04-25,1.0999,1.8032,-1.35%,开放申购,开放赎回,
2016-04-22,1.1149,1.8182,0.69%,开放申购,开放赎回,
2016-04-21,1.1073,1.8106,-1.33%,开放申购,开放赎回,
2016-04-20,1.1222,1.8255,-1.54%,开放申购,开放赎回,
2016-04-19,1.1398,1.8431,0.69%,开放申购,开放赎回,
2016-04-18,1.1320,1.8353,-2.29%,开放申购,开放赎回,
2016-04-15,1.1585,1.8618,-0.48%,开放申购,开放赎回,
2016-04-14,1.1641,1.8674,0.56%,开放申购,开放赎回,
2016-04-13,1.1576,1.8609,2.52%,开放申购,开放赎回,
2016-04-12,1.1292,1.8325,-0.22%,开放申购,开放赎回,
2016-04-11,1.1317,1.8350,2.61%,开放申购,开放赎回,
2016-04-08,1.1029,1.8062,-1.72%,开放申购,开放赎回,
2016-04-07,1.1222,1.8255,-2.23%,开放申购,开放赎回,
2016-04-06,1.1478,1.8511,-0.63%,开放申购,开放赎回,
