净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,1.0710,1.0710,-0.09%,开放申购,开放赎回,
2016-07-19,1.0720,1.0720,-0.19%,开放申购,开放赎回,
2016-07-18,1.0740,1.0740,-0.19%,开放申购,开放赎回,
2016-07-15,1.0760,1.0760,-0.19%,开放申购,开放赎回,
2016-07-14,1.0780,1.0780,0.09%,开放申购,开放赎回,
2016-07-13,1.0770,1.0770,0.00%,开放申购,开放赎回,
2016-07-12,1.0770,1.0770,1.32%,开放申购,开放赎回,
2016-07-11,1.0630,1.0630,0.28%,开放申购,开放赎回,
2016-07-08,1.0600,1.0600,-0.38%,开放申购,开放赎回,
2016-07-07,1.0640,1.0640,0.66%,开放申购,开放赎回,
2016-07-06,1.0570,1.0570,0.48%,开放申购,开放赎回,
2016-07-05,1.0520,1.0520,0.38%,开放申购,开放赎回,
2016-07-04,1.0480,1.0480,0.96%,开放申购,开放赎回,
2016-07-01,1.0380,1.0380,-0.10%,开放申购,开放赎回,
2016-06-30,1.0390,1.0390,0.48%,开放申购,开放赎回,
2016-06-29,1.0340,1.0340,-0.10%,开放申购,开放赎回,
2016-06-28,1.0350,1.0350,0.58%,开放申购,开放赎回,
2016-06-27,1.0290,1.0290,1.08%,开放申购,开放赎回,
2016-06-24,1.0180,1.0180,-0.10%,开放申购,开放赎回,
2016-06-23,1.0190,1.0190,-0.20%,开放申购,开放赎回,
2016-06-22,1.0210,1.0210,1.09%,开放申购,开放赎回,
2016-06-21,1.0100,1.0100,-0.59%,开放申购,开放赎回,
2016-06-20,1.0160,1.0160,0.00%,开放申购,开放赎回,
2016-06-17,1.0160,1.0160,0.59%,开放申购,开放赎回,
2016-06-16,1.0100,1.0100,-0.10%,开放申购,开放赎回,
2016-06-15,1.0110,1.0110,1.00%,开放申购,开放赎回,
2016-06-14,1.0010,1.0010,0.50%,开放申购,开放赎回,
2016-06-13,0.9960,0.9960,-1.39%,封闭期,封闭期,
2016-06-08,1.0100,1.0100,,封闭期,封闭期,
2016-06-03,1.0140,1.0140,,封闭期,封闭期,
2016-05-27,1.0010,1.0010,,封闭期,封闭期,
2016-05-20,0.9990,0.9990,,封闭期,封闭期,
2016-05-13,1.0000,1.0000,,封闭期,封闭期,
