净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,1.0029,1.0029,-0.04%,暂停申购,暂停赎回,
2016-07-19,1.0033,1.0033,0.07%,暂停申购,暂停赎回,
2016-07-18,1.0026,1.0026,0.10%,暂停申购,暂停赎回,
2016-07-15,1.0016,1.0016,-0.06%,暂停申购,暂停赎回,
2016-07-14,1.0022,1.0022,-0.52%,暂停申购,暂停赎回,
2016-07-13,1.0074,1.0074,0.10%,暂停申购,暂停赎回,
2016-07-12,1.0064,1.0064,0.82%,暂停申购,暂停赎回,
2016-07-11,0.9982,0.9982,-0.17%,暂停申购,暂停赎回,
2016-07-08,0.9999,0.9999,0.00%,暂停申购,暂停赎回,
2016-07-07,0.9999,0.9999,0.00%,暂停申购,暂停赎回,
2016-07-06,0.9999,0.9999,0.00%,暂停申购,暂停赎回,
2016-07-05,0.9999,0.9999,0.00%,暂停申购,暂停赎回,
2016-07-04,0.9999,0.9999,0.00%,暂停申购,暂停赎回,
2016-07-01,0.9999,0.9999,0.00%,暂停申购,暂停赎回,
2016-06-30,0.9999,0.9999,0.01%,暂停申购,暂停赎回,
2016-06-29,0.9998,0.9998,0.00%,暂停申购,暂停赎回,
2016-06-28,0.9998,0.9998,0.00%,暂停申购,暂停赎回,
2016-06-27,0.9998,0.9998,0.01%,暂停申购,暂停赎回,
2016-06-24,0.9997,0.9997,0.00%,暂停申购,暂停赎回,
2016-06-23,0.9997,0.9997,0.00%,暂停申购,暂停赎回,
2016-06-22,0.9997,0.9997,0.00%,暂停申购,暂停赎回,
2016-06-21,0.9997,0.9997,0.00%,暂停申购,暂停赎回,
2016-06-20,0.9997,0.9997,0.00%,暂停申购,暂停赎回,
2016-06-17,0.9997,0.9997,0.00%,暂停申购,暂停赎回,
2016-06-16,0.9997,0.9997,0.00%,暂停申购,暂停赎回,
2016-06-15,0.9997,0.9997,0.00%,暂停申购,暂停赎回,
2016-06-14,0.9997,0.9997,0.00%,暂停申购,暂停赎回,
2016-06-13,0.9997,0.9997,-0.01%,暂停申购,暂停赎回,
2016-06-08,0.9998,0.9998,0.00%,暂停申购,暂停赎回,
2016-06-07,0.9998,0.9998,0.00%,暂停申购,暂停赎回,
2016-06-06,0.9998,0.9998,0.00%,暂停申购,暂停赎回,
2016-06-03,0.9998,0.9998,0.00%,暂停申购,暂停赎回,
2016-06-02,0.9998,0.9998,0.00%,暂停申购,暂停赎回,
2016-06-01,0.9998,0.9998,-0.01%,暂停申购,暂停赎回,
2016-05-31,0.9999,0.9999,0.00%,暂停申购,暂停赎回,
2016-05-30,0.9999,0.9999,-0.01%,暂停申购,暂停赎回,
2016-05-27,1.0000,1.0000,0.00%,暂停申购,暂停赎回,
2016-05-26,1.0000,1.0000,,封闭期,封闭期,
