净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-19,0.0868,0.0868,-1.03%,开放申购,开放赎回,
2016-07-18,0.0877,0.0877,0.46%,开放申购,开放赎回,
2016-07-15,0.0873,0.0873,-0.46%,开放申购,开放赎回,
2016-07-14,0.0877,0.0877,-0.23%,开放申购,开放赎回,
2016-07-13,0.0879,0.0879,-1.90%,开放申购,开放赎回,
2016-07-12,0.0896,0.0896,4.55%,开放申购,开放赎回,
2016-07-11,0.0857,0.0857,-0.35%,开放申购,开放赎回,
2016-07-08,0.0860,0.0860,1.90%,开放申购,开放赎回,
2016-07-07,0.0844,0.0844,-1.86%,开放申购,开放赎回,
2016-07-06,0.0860,0.0860,0.70%,开放申购,开放赎回,
2016-07-05,0.0854,0.0854,-3.83%,开放申购,开放赎回,
2016-07-04,0.0888,0.0888,-0.11%,暂停申购,暂停赎回,
2016-07-01,0.0889,0.0889,1.95%,开放申购,开放赎回,
2016-06-30,0.0872,0.0872,-0.80%,开放申购,开放赎回,
2016-06-29,0.0879,0.0879,1.85%,开放申购,开放赎回,
2016-06-28,0.0863,0.0863,4.73%,开放申购,开放赎回,
2016-06-27,0.0824,0.0824,-5.07%,开放申购,开放赎回,
2016-06-24,0.0868,0.0868,-5.34%,开放申购,开放赎回,
2016-06-23,0.0917,0.0917,1.78%,开放申购,开放赎回,
2016-06-22,0.0901,0.0901,-0.88%,开放申购,开放赎回,
2016-06-21,0.0909,0.0909,1.56%,开放申购,开放赎回,
2016-06-20,0.0895,0.0895,1.70%,开放申购,开放赎回,
2016-06-17,0.0880,0.0880,2.80%,开放申购,开放赎回,
2016-06-16,0.0856,0.0856,-2.62%,开放申购,开放赎回,
2016-06-15,0.0879,0.0879,0.00%,开放申购,开放赎回,
2016-06-14,0.0879,0.0879,0.23%,开放申购,开放赎回,
2016-06-13,0.0877,0.0877,-5.90%,开放申购,开放赎回,
2016-06-08,0.0932,0.0932,-0.85%,开放申购,开放赎回,
2016-06-07,0.0940,0.0940,2.62%,开放申购,开放赎回,
2016-06-06,0.0916,0.0916,2.69%,开放申购,开放赎回,
2016-06-03,0.0892,0.0892,-1.22%,开放申购,开放赎回,
2016-06-02,0.0903,0.0903,0.33%,开放申购,开放赎回,
2016-06-01,0.0900,0.0900,1.01%,开放申购,开放赎回,
2016-05-31,0.0891,0.0891,0.68%,开放申购,开放赎回,
2016-05-30,0.0885,0.0885,0.11%,暂停申购,暂停赎回,
2016-05-27,0.0884,0.0884,-0.56%,开放申购,开放赎回,
2016-05-26,0.0889,0.0889,-0.67%,开放申购,开放赎回,
2016-05-25,0.0895,0.0895,2.99%,开放申购,开放赎回,
2016-05-24,0.0869,0.0869,0.70%,开放申购,开放赎回,
2016-05-23,0.0863,0.0863,-0.35%,开放申购,开放赎回,
2016-05-20,0.0866,0.0866,0.93%,开放申购,开放赎回,
