净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,0.9842,0.9842,0.12%,开放申购,开放赎回,
2016-07-19,0.9830,0.9830,0.02%,开放申购,开放赎回,
2016-07-18,0.9828,0.9828,-0.34%,开放申购,开放赎回,
2016-07-15,0.9862,0.9862,0.03%,开放申购,开放赎回,
2016-07-14,0.9859,0.9859,0.05%,开放申购,开放赎回,
2016-07-13,0.9854,0.9854,0.97%,开放申购,开放赎回,
2016-07-12,0.9759,0.9759,2.02%,开放申购,开放赎回,
2016-07-11,0.9566,0.9566,0.27%,开放申购,开放赎回,
2016-07-08,0.9540,0.9540,-0.33%,开放申购,开放赎回,
2016-07-07,0.9572,0.9572,0.21%,开放申购,开放赎回,
2016-07-06,0.9552,0.9552,,开放申购,开放赎回,
