净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-15,0.9330,0.9330,,暂停申购,暂停赎回,
2016-07-08,0.9290,0.9290,,暂停申购,暂停赎回,
2016-07-01,0.9260,0.9260,0.22%,暂停申购,暂停赎回,
2016-06-30,0.9240,0.9240,,暂停申购,暂停赎回,
2016-06-24,0.9170,0.9170,,暂停申购,暂停赎回,
2016-06-17,0.9180,0.9180,,暂停申购,暂停赎回,
2016-06-08,0.9170,0.9170,,暂停申购,暂停赎回,
2016-06-03,0.9180,0.9180,,暂停申购,暂停赎回,
2016-05-31,0.9180,0.9180,0.22%,开放申购,开放赎回,
2016-05-30,0.9160,0.9160,0.00%,开放申购,开放赎回,
2016-05-27,0.9160,0.9160,0.11%,开放申购,开放赎回,
2016-05-26,0.9150,0.9150,0.00%,开放申购,开放赎回,
2016-05-25,0.9150,0.9150,0.00%,开放申购,开放赎回,
2016-05-24,0.9150,0.9150,,暂停申购,暂停赎回,
2016-05-20,0.9160,0.9160,,暂停申购,暂停赎回,
2016-05-13,0.9140,0.9140,,暂停申购,暂停赎回,
2016-05-06,0.9260,0.9260,,暂停申购,暂停赎回,
2016-04-29,0.9210,0.9210,,暂停申购,暂停赎回,
2016-04-22,0.9270,0.9270,,暂停申购,暂停赎回,
2016-04-15,0.9440,0.9440,,暂停申购,暂停赎回,
2016-04-08,0.9370,0.9370,,暂停申购,暂停赎回,
2016-04-01,0.9370,0.9370,,暂停申购,暂停赎回,
2016-03-25,0.9310,0.9310,,暂停申购,暂停赎回,
2016-03-18,0.9270,0.9270,,暂停申购,暂停赎回,
2016-03-11,0.9130,0.9130,,暂停申购,暂停赎回,
2016-03-04,0.9100,0.9100,,暂停申购,暂停赎回,
2016-02-29,0.9050,0.9050,-1.09%,开放申购,开放赎回,
2016-02-26,0.9150,0.9150,-0.11%,开放申购,开放赎回,
2016-02-25,0.9160,0.9160,-1.51%,开放申购,开放赎回,
2016-02-24,0.9300,0.9300,0.00%,开放申购,开放赎回,
2016-02-23,0.9300,0.9300,-0.11%,开放申购,开放赎回,
2016-02-22,0.9310,0.9310,0.22%,暂停申购,暂停赎回,
2016-02-19,0.9290,0.9290,,暂停申购,暂停赎回,
2016-02-05,0.9140,0.9140,,暂停申购,暂停赎回,
2016-01-29,0.8980,0.8980,,暂停申购,暂停赎回,
2016-01-22,0.9230,0.9230,,暂停申购,暂停赎回,
2016-01-15,0.9110,0.9110,,暂停申购,暂停赎回,
2016-01-08,0.9440,0.9440,,暂停申购,暂停赎回,
2016-01-04,1.0120,1.0120,0.00%,暂停申购,暂停赎回,
2015-12-31,1.0120,1.0120,,暂停申购,暂停赎回,
2015-12-25,1.0160,1.0160,,暂停申购,暂停赎回,
2015-12-18,1.0140,1.0140,,暂停申购,暂停赎回,
2015-12-11,0.9940,0.9940,,暂停申购,暂停赎回,
2015-12-04,0.9990,0.9990,,暂停申购,暂停赎回,
2015-12-02,0.9970,0.9970,0.00%,暂停申购,暂停赎回,
2015-12-01,0.9970,0.9970,0.00%,暂停申购,暂停赎回,
2015-11-30,0.9970,0.9970,0.00%,开放申购,开放赎回,
2015-11-27,0.9970,0.9970,-0.20%,开放申购,开放赎回,
2015-11-26,0.9990,0.9990,0.00%,开放申购,开放赎回,
2015-11-25,0.9990,0.9990,0.10%,开放申购,开放赎回,
2015-11-24,0.9980,0.9980,-0.10%,开放申购,开放赎回,
2015-11-23,0.9990,0.9990,0.10%,暂停申购,暂停赎回,
2015-11-20,0.9980,0.9980,,暂停申购,暂停赎回,
2015-11-13,0.9980,0.9980,,暂停申购,暂停赎回,
2015-11-06,0.9990,0.9990,,暂停申购,暂停赎回,
2015-10-30,0.9990,0.9990,,暂停申购,暂停赎回,
2015-10-23,0.9990,0.9990,,暂停申购,暂停赎回,
2015-10-16,0.9990,0.9990,,暂停申购,暂停赎回,
2015-10-09,0.9990,0.9990,,暂停申购,暂停赎回,
2015-09-30,1.0000,1.0000,,暂停申购,暂停赎回,
2015-09-25,1.0000,1.0000,,暂停申购,暂停赎回,
2015-09-18,1.0000,1.0000,,暂停申购,暂停赎回,
2015-09-11,1.0000,1.0000,,暂停申购,暂停赎回,
2015-09-02,1.0000,1.0000,,暂停申购,暂停赎回,
2015-08-28,1.0000,1.0000,0.00%,暂停申购,暂停赎回,
2015-08-27,1.0000,1.0000,,暂停申购,暂停赎回,
