净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,0.9266,0.9266,-0.20%,开放申购,开放赎回,
2016-07-19,0.9285,0.9285,-0.32%,开放申购,开放赎回,
2016-07-18,0.9315,0.9315,-0.24%,开放申购,开放赎回,
2016-07-15,0.9337,0.9337,0.11%,开放申购,开放赎回,
2016-07-14,0.9327,0.9327,0.09%,开放申购,开放赎回,
2016-07-13,0.9319,0.9319,0.40%,开放申购,开放赎回,
2016-07-12,0.9282,0.9282,1.94%,开放申购,开放赎回,
2016-07-11,0.9105,0.9105,0.39%,开放申购,开放赎回,
2016-07-08,0.9070,0.9070,-0.36%,开放申购,开放赎回,
2016-07-07,0.9103,0.9103,0.03%,开放申购,开放赎回,
2016-07-06,0.9100,0.9100,0.33%,开放申购,开放赎回,
2016-07-05,0.9070,0.9070,0.47%,开放申购,开放赎回,
2016-07-04,0.9028,0.9028,2.05%,开放申购,开放赎回,
2016-07-01,0.8847,0.8847,-0.17%,开放申购,开放赎回,
2016-06-30,0.8862,0.8862,-0.01%,开放申购,开放赎回,
2016-06-29,0.8863,0.8863,0.56%,开放申购,开放赎回,
2016-06-28,0.8814,0.8814,0.62%,开放申购,开放赎回,
2016-06-27,0.8760,0.8760,1.34%,开放申购,开放赎回,
2016-06-24,0.8644,0.8644,-1.01%,开放申购,开放赎回,
2016-06-23,0.8732,0.8732,-0.31%,开放申购,开放赎回,
2016-06-22,0.8759,0.8759,0.92%,开放申购,开放赎回,
2016-06-21,0.8679,0.8679,-0.30%,开放申购,开放赎回,
2016-06-20,0.8705,0.8705,0.07%,开放申购,开放赎回,
2016-06-17,0.8699,0.8699,0.82%,开放申购,开放赎回,
2016-06-16,0.8628,0.8628,-0.54%,开放申购,开放赎回,
2016-06-15,0.8675,0.8675,1.46%,开放申购,开放赎回,
2016-06-14,0.8550,0.8550,0.23%,开放申购,开放赎回,
2016-06-13,0.8530,0.8530,-2.86%,开放申购,开放赎回,
2016-06-08,0.8781,0.8781,-0.20%,开放申购,开放赎回,
2016-06-07,0.8799,0.8799,0.01%,开放申购,开放赎回,
2016-06-06,0.8798,0.8798,-0.27%,开放申购,开放赎回,
2016-06-03,0.8822,0.8822,0.59%,开放申购,开放赎回,
2016-06-02,0.8770,0.8770,0.30%,开放申购,开放赎回,
2016-06-01,0.8744,0.8744,-0.43%,开放申购,开放赎回,
2016-05-31,0.8782,0.8782,3.32%,开放申购,开放赎回,
2016-05-30,0.8500,0.8500,0.08%,开放申购,开放赎回,
2016-05-27,0.8493,0.8493,0.00%,开放申购,开放赎回,
2016-05-26,0.8493,0.8493,0.13%,开放申购,开放赎回,
2016-05-25,0.8482,0.8482,0.12%,开放申购,开放赎回,
2016-05-24,0.8472,0.8472,-0.80%,开放申购,开放赎回,
2016-05-23,0.8540,0.8540,0.32%,开放申购,开放赎回,
2016-05-20,0.8513,0.8513,0.66%,开放申购,开放赎回,
2016-05-19,0.8457,0.8457,-0.19%,开放申购,开放赎回,
2016-05-18,0.8473,0.8473,-0.80%,开放申购,开放赎回,
2016-05-17,0.8541,0.8541,-0.43%,开放申购,开放赎回,
2016-05-16,0.8578,0.8578,0.56%,开放申购,开放赎回,
2016-05-13,0.8530,0.8530,-0.51%,开放申购,开放赎回,
2016-05-12,0.8574,0.8574,0.26%,开放申购,开放赎回,
2016-05-11,0.8552,0.8552,0.40%,开放申购,开放赎回,
2016-05-10,0.8518,0.8518,-0.18%,开放申购,开放赎回,
2016-05-09,0.8533,0.8533,-2.11%,开放申购,开放赎回,
2016-05-06,0.8717,0.8717,-2.59%,开放申购,开放赎回,
2016-05-05,0.8949,0.8949,0.07%,开放申购,开放赎回,
2016-05-04,0.8943,0.8943,-0.07%,开放申购,开放赎回,
2016-05-03,0.8949,0.8949,1.60%,开放申购,开放赎回,
2016-04-29,0.8808,0.8808,-0.24%,开放申购,开放赎回,
2016-04-28,0.8829,0.8829,-0.06%,开放申购,开放赎回,
2016-04-27,0.8834,0.8834,-0.54%,开放申购,开放赎回,
2016-04-26,0.8882,0.8882,0.66%,开放申购,开放赎回,
2016-04-25,0.8824,0.8824,-0.38%,开放申购,开放赎回,
2016-04-22,0.8858,0.8858,0.65%,开放申购,开放赎回,
2016-04-21,0.8801,0.8801,-0.77%,开放申购,开放赎回,
2016-04-20,0.8869,0.8869,-2.16%,开放申购,开放赎回,
2016-04-19,0.9065,0.9065,0.29%,开放申购,开放赎回,
2016-04-18,0.9039,0.9039,-1.30%,开放申购,开放赎回,
2016-04-15,0.9158,0.9158,-0.16%,开放申购,开放赎回,
2016-04-14,0.9173,0.9173,0.58%,开放申购,开放赎回,
2016-04-13,0.9120,0.9120,1.30%,开放申购,开放赎回,
2016-04-12,0.9003,0.9003,-0.30%,开放申购,开放赎回,
2016-04-11,0.9030,0.9030,1.78%,开放申购,开放赎回,
2016-04-08,0.8872,0.8872,-0.93%,开放申购,开放赎回,
2016-04-07,0.8955,0.8955,-1.25%,开放申购,开放赎回,
2016-04-06,0.9068,0.9068,-0.07%,开放申购,开放赎回,
2016-04-05,0.9074,0.9074,1.39%,开放申购,开放赎回,
2016-04-01,0.8950,0.8950,-0.09%,开放申购,开放赎回,
2016-03-31,0.8958,0.8958,0.25%,开放申购,开放赎回,
2016-03-30,0.8936,0.8936,2.51%,开放申购,开放赎回,
2016-03-29,0.8717,0.8717,-1.03%,开放申购,开放赎回,
2016-03-28,0.8808,0.8808,-1.01%,开放申购,开放赎回,
2016-03-25,0.8898,0.8898,0.71%,开放申购,开放赎回,
