净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-15,1.0317,1.0317,,暂停申购,暂停赎回,
2016-07-08,1.0297,1.0297,,暂停申购,暂停赎回,
2016-07-01,1.0260,1.0260,0.09%,暂停申购,暂停赎回,
2016-06-30,1.0251,1.0251,,暂停申购,暂停赎回,
2016-06-24,1.0231,1.0231,,暂停申购,暂停赎回,
2016-06-17,1.0209,1.0209,,暂停申购,暂停赎回,
2016-06-08,1.0173,1.0173,,暂停申购,暂停赎回,
2016-06-03,1.0165,1.0165,,暂停申购,暂停赎回,
2016-05-27,1.0165,1.0165,,暂停申购,暂停赎回,
2016-05-20,1.0161,1.0161,,暂停申购,暂停赎回,
2016-05-13,1.0153,1.0153,,暂停申购,暂停赎回,
2016-05-06,1.0104,1.0104,,暂停申购,暂停赎回,
2016-04-29,1.0083,1.0083,,暂停申购,暂停赎回,
2016-04-27,1.0078,1.0078,,暂停申购,暂停赎回,
2016-04-22,1.0096,1.0096,-0.18%,暂停申购,暂停赎回,
2016-04-21,1.0114,1.0114,,暂停申购,暂停赎回,
2016-04-15,1.0114,1.0114,,暂停申购,暂停赎回,
2016-04-11,1.0125,1.0125,-0.01%,暂停申购,暂停赎回,
2016-04-08,1.0126,1.0126,,暂停申购,暂停赎回,
2016-04-01,1.0118,1.0118,,暂停申购,暂停赎回,
2016-03-25,1.0066,1.0066,,暂停申购,暂停赎回,
2016-03-18,1.0061,1.0061,,暂停申购,暂停赎回,
2016-03-11,1.0046,1.0046,,暂停申购,暂停赎回,
2016-03-07,1.0028,1.0028,0.00%,暂停申购,暂停赎回,
2016-03-04,1.0028,1.0028,,暂停申购,暂停赎回,
2016-03-01,1.0027,1.0027,,暂停申购,暂停赎回,
2016-02-26,1.0026,1.0026,,暂停申购,暂停赎回,
2016-02-24,1.0027,1.0027,0.00%,暂停申购,暂停赎回,
2016-02-23,1.0027,1.0027,,暂停申购,暂停赎回,
2016-02-19,1.0025,1.0025,,暂停申购,暂停赎回,
2016-02-05,1.0020,1.0020,,暂停申购,暂停赎回,
2016-01-29,1.0001,1.0001,,暂停申购,暂停赎回,
2016-01-27,1.0000,1.0000,,暂停申购,暂停赎回,
