净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,1.1151,1.1151,-0.60%,开放申购,开放赎回,
2016-07-19,1.1218,1.1218,0.23%,开放申购,开放赎回,
2016-07-18,1.1192,1.1192,1.02%,开放申购,开放赎回,
2016-07-15,1.1079,1.1079,-0.43%,开放申购,开放赎回,
2016-07-14,1.1127,1.1127,-1.19%,开放申购,开放赎回,
2016-07-13,1.1261,1.1261,0.33%,开放申购,开放赎回,
2016-07-12,1.1224,1.1224,0.51%,开放申购,开放赎回,
2016-07-11,1.1167,1.1167,-1.14%,开放申购,开放赎回,
2016-07-08,1.1296,1.1296,-1.03%,开放申购,开放赎回,
2016-07-07,1.1413,1.1413,0.71%,开放申购,开放赎回,
2016-07-06,1.1332,1.1332,1.19%,开放申购,开放赎回,
2016-07-05,1.1199,1.1199,-0.12%,开放申购,开放赎回,
2016-07-04,1.1212,1.1212,1.93%,开放申购,开放赎回,
2016-07-01,1.1000,1.1000,0.40%,开放申购,开放赎回,
2016-06-30,1.0956,1.0956,-0.09%,开放申购,开放赎回,
2016-06-29,1.0966,1.0966,0.34%,开放申购,开放赎回,
2016-06-28,1.0929,1.0929,1.20%,开放申购,开放赎回,
2016-06-27,1.0799,1.0799,1.12%,开放申购,开放赎回,
2016-06-24,1.0679,1.0679,-0.95%,开放申购,开放赎回,
2016-06-23,1.0781,1.0781,-0.51%,开放申购,开放赎回,
2016-06-22,1.0836,1.0836,1.89%,开放申购,开放赎回,
2016-06-21,1.0635,1.0635,-0.92%,开放申购,开放赎回,
2016-06-20,1.0734,1.0734,0.22%,开放申购,开放赎回,
2016-06-17,1.0710,1.0710,0.73%,开放申购,开放赎回,
2016-06-16,1.0632,1.0632,-0.12%,开放申购,开放赎回,
2016-06-15,1.0645,1.0645,2.13%,开放申购,开放赎回,
2016-06-14,1.0423,1.0423,0.17%,开放申购,开放赎回,
2016-06-13,1.0405,1.0405,-2.68%,开放申购,开放赎回,
2016-06-08,1.0691,1.0691,-0.73%,开放申购,开放赎回,
2016-06-07,1.0770,1.0770,0.15%,开放申购,开放赎回,
2016-06-06,1.0754,1.0754,0.03%,开放申购,开放赎回,
2016-06-03,1.0751,1.0751,0.02%,开放申购,开放赎回,
2016-06-02,1.0749,1.0749,0.08%,开放申购,开放赎回,
2016-06-01,1.0740,1.0740,0.65%,开放申购,开放赎回,
2016-05-31,1.0671,1.0671,2.18%,开放申购,开放赎回,
2016-05-30,1.0443,1.0443,-0.67%,开放申购,开放赎回,
2016-05-27,1.0513,1.0513,0.49%,开放申购,开放赎回,
