净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,1.3622,1.4648,-0.23%,开放申购,开放赎回,
2016-07-19,1.3653,1.4679,0.27%,开放申购,开放赎回,
2016-07-18,1.3616,1.4642,-0.47%,开放申购,开放赎回,
2016-07-15,1.3680,1.4706,-0.20%,开放申购,开放赎回,
2016-07-14,1.3708,1.4734,0.13%,开放申购,开放赎回,
2016-07-13,1.3690,1.4716,0.73%,开放申购,开放赎回,
2016-07-12,1.3591,1.4617,1.19%,开放申购,开放赎回,
2016-07-11,1.3431,1.4457,0.19%,开放申购,开放赎回,
2016-07-08,1.3406,1.4432,-0.27%,开放申购,开放赎回,
2016-07-07,1.3442,1.4468,0.34%,开放申购,开放赎回,
2016-07-06,1.3396,1.4422,0.41%,开放申购,开放赎回,
2016-07-05,1.3341,1.4367,0.57%,开放申购,开放赎回,
2016-07-04,1.3266,1.4292,1.83%,开放申购,开放赎回,
2016-07-01,1.3027,1.4053,-0.18%,开放申购,开放赎回,
2016-06-30,1.3051,1.4077,0.05%,开放申购,开放赎回,
2016-06-29,1.3044,1.4070,0.21%,开放申购,开放赎回,
2016-06-28,1.3017,1.4043,1.02%,开放申购,开放赎回,
2016-06-27,1.2886,1.3912,2.23%,开放申购,开放赎回,
2016-06-24,1.2605,1.3631,-1.19%,开放申购,开放赎回,
2016-06-23,1.2757,1.3783,-0.49%,开放申购,开放赎回,
2016-06-22,1.2820,1.3846,1.46%,开放申购,开放赎回,
2016-06-21,1.2636,1.3662,-1.06%,开放申购,开放赎回,
2016-06-20,1.2771,1.3797,0.33%,开放申购,开放赎回,
2016-06-17,1.2729,1.3755,0.57%,开放申购,开放赎回,
2016-06-16,1.2657,1.3683,-0.32%,开放申购,开放赎回,
2016-06-15,1.2697,1.3723,3.16%,开放申购,开放赎回,
2016-06-14,1.2308,1.3334,0.32%,开放申购,开放赎回,
2016-06-13,1.2269,1.3295,-4.36%,开放申购,开放赎回,
2016-06-08,1.2828,1.3854,-0.34%,开放申购,开放赎回,
2016-06-07,1.2872,1.3898,-0.09%,开放申购,开放赎回,
2016-06-06,1.2884,1.3910,0.29%,开放申购,开放赎回,
2016-06-03,1.2847,1.3873,0.31%,开放申购,开放赎回,
2016-06-02,1.2807,1.3833,0.64%,开放申购,开放赎回,
2016-06-01,1.2725,1.3751,0.43%,开放申购,开放赎回,
2016-05-31,1.2671,1.3697,3.97%,开放申购,开放赎回,
2016-05-30,1.2187,1.3213,-0.42%,开放申购,开放赎回,
2016-05-27,1.2239,1.3265,-0.07%,开放申购,开放赎回,
2016-05-26,1.2248,1.3274,0.48%,开放申购,开放赎回,
2016-05-25,1.2190,1.3216,-0.47%,开放申购,开放赎回,
2016-05-24,1.2247,1.3273,-1.08%,开放申购,开放赎回,
2016-05-23,1.2381,1.3407,1.26%,开放申购,开放赎回,
2016-05-20,1.2227,1.3253,1.12%,开放申购,开放赎回,
2016-05-19,1.2091,1.3117,0.59%,开放申购,开放赎回,
2016-05-18,1.2020,1.3046,-2.52%,开放申购,开放赎回,
2016-05-17,1.2331,1.3357,-0.34%,开放申购,开放赎回,
2016-05-16,1.2373,1.3399,1.56%,开放申购,开放赎回,
2016-05-13,1.2183,1.3209,-0.21%,开放申购,开放赎回,
2016-05-12,1.2209,1.3235,0.07%,开放申购,开放赎回,
2016-05-11,1.2200,1.3226,-0.25%,开放申购,开放赎回,
2016-05-10,1.2230,1.3256,-0.03%,开放申购,开放赎回,
2016-05-09,1.2234,1.3260,-3.47%,开放申购,开放赎回,
2016-05-06,1.2674,1.3700,-3.71%,开放申购,开放赎回,
2016-05-05,1.3162,1.4188,0.50%,开放申购,开放赎回,
2016-05-04,1.3096,1.4122,0.08%,开放申购,开放赎回,
2016-05-03,1.3085,1.4111,2.85%,开放申购,开放赎回,
2016-04-29,1.2723,1.3749,-0.12%,开放申购,开放赎回,
2016-04-28,1.2738,1.3764,-0.42%,开放申购,开放赎回,
2016-04-27,1.2792,1.3818,-0.47%,开放申购,开放赎回,
2016-04-26,1.2853,1.3879,1.10%,开放申购,开放赎回,
2016-04-25,1.2713,1.3739,-0.51%,开放申购,开放赎回,
2016-04-22,1.2778,1.3804,0.60%,开放申购,开放赎回,
2016-04-21,1.2702,1.3728,-0.80%,开放申购,开放赎回,
2016-04-20,1.2805,1.3831,-4.33%,开放申购,开放赎回,
2016-04-19,1.3384,1.4410,0.41%,开放申购,开放赎回,
2016-04-18,1.3329,1.4355,-1.56%,开放申购,开放赎回,
2016-04-15,1.3540,1.4566,-0.27%,开放申购,开放赎回,
2016-04-14,1.3577,1.4603,0.87%,开放申购,开放赎回,
2016-04-13,1.3460,1.4486,1.39%,开放申购,开放赎回,
2016-04-12,1.3276,1.4302,-0.78%,开放申购,开放赎回,
2016-04-11,1.3380,1.4406,2.07%,开放申购,开放赎回,
2016-04-08,1.3109,1.4135,-0.92%,开放申购,开放赎回,
2016-04-07,1.3231,1.4257,-1.43%,开放申购,开放赎回,
2016-04-06,1.3423,1.4449,0.55%,开放申购,开放赎回,
2016-04-05,1.3350,1.4376,2.50%,开放申购,开放赎回,
2016-04-01,1.3024,1.4050,-0.50%,开放申购,开放赎回,
2016-03-31,1.3089,1.4115,0.28%,开放申购,开放赎回,
2016-03-30,1.3052,1.4078,3.46%,开放申购,开放赎回,
2016-03-29,1.2616,1.3642,-1.84%,开放申购,开放赎回,
2016-03-28,1.2852,1.3878,-0.63%,开放申购,开放赎回,
2016-03-25,1.2933,1.3959,0.91%,开放申购,开放赎回,
2016-03-24,1.2817,1.3843,-1.55%,开放申购,开放赎回,
2016-03-23,1.3019,1.4045,0.67%,开放申购,开放赎回,
2016-03-22,1.2933,1.3959,-0.38%,开放申购,开放赎回,
2016-03-21,1.2982,1.4008,2.35%,开放申购,开放赎回,
2016-03-18,1.2684,1.3710,3.28%,开放申购,开放赎回,
2016-03-17,1.2281,1.3307,3.05%,开放申购,开放赎回,
2016-03-16,1.1917,1.2943,-1.19%,开放申购,开放赎回,
2016-03-15,1.2060,1.3086,-0.59%,开放申购,开放赎回,
2016-03-14,1.2132,1.3158,3.18%,开放申购,开放赎回,
2016-03-11,1.1758,1.2784,-0.09%,开放申购,开放赎回,
2016-03-10,1.1768,1.2794,-1.47%,开放申购,开放赎回,
2016-03-09,1.1943,1.2969,-2.39%,开放申购,开放赎回,
2016-03-08,1.2235,1.3261,0.20%,开放申购,开放赎回,
2016-03-07,1.2211,1.3237,2.17%,开放申购,开放赎回,
2016-03-04,1.1952,1.2978,-2.54%,开放申购,开放赎回,
2016-03-03,1.2264,1.3290,0.42%,开放申购,开放赎回,
2016-03-02,1.2213,1.3239,4.82%,开放申购,开放赎回,
2016-03-01,1.1651,1.2677,2.19%,开放申购,开放赎回,
2016-02-29,1.1401,1.2427,-5.24%,开放申购,开放赎回,
2016-02-26,1.2032,1.3058,0.36%,开放申购,开放赎回,
2016-02-25,1.1989,1.3015,-7.76%,开放申购,开放赎回,
2016-02-24,1.2998,1.4024,0.63%,开放申购,开放赎回,
2016-02-23,1.2917,1.3943,-0.52%,开放申购,开放赎回,
2016-02-22,1.2984,1.4010,2.02%,开放申购,开放赎回,
2016-02-19,1.2727,1.3753,0.35%,开放申购,开放赎回,
