净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-07-20,0.8390,1.0490,-0.12%,开放申购,开放赎回,
2016-07-19,0.8400,1.0500,0.60%,开放申购,开放赎回,
2016-07-18,0.8350,1.0450,-0.83%,开放申购,开放赎回,
2016-07-15,0.8420,1.0520,-0.36%,开放申购,开放赎回,
2016-07-14,0.8450,1.0550,0.00%,开放申购,开放赎回,
2016-07-13,0.8450,1.0550,-0.12%,开放申购,开放赎回,
2016-07-12,0.8460,1.0560,1.20%,开放申购,开放赎回,
2016-07-11,0.8360,1.0460,-0.48%,开放申购,开放赎回,
2016-07-08,0.8400,1.0500,0.24%,开放申购,开放赎回,
2016-07-07,0.8380,1.0480,0.48%,开放申购,开放赎回,
2016-07-06,0.8340,1.0440,0.48%,开放申购,开放赎回,
2016-07-05,0.8300,1.0400,0.24%,开放申购,开放赎回,
2016-07-04,0.8280,1.0380,1.85%,开放申购,开放赎回,
2016-07-01,0.8130,1.0230,-0.25%,开放申购,开放赎回,
2016-06-30,0.8150,1.0250,0.37%,开放申购,开放赎回,
2016-06-29,0.8120,1.0220,-0.12%,开放申购,开放赎回,
2016-06-28,0.8130,1.0230,1.37%,开放申购,开放赎回,
2016-06-27,0.8020,1.0120,1.78%,开放申购,开放赎回,
2016-06-24,0.7880,0.9980,-0.88%,开放申购,开放赎回,
2016-06-23,0.7950,1.0050,-0.38%,开放申购,开放赎回,
2016-06-22,0.7980,1.0080,1.01%,开放申购,开放赎回,
2016-06-21,0.7900,1.0000,0.00%,开放申购,开放赎回,
2016-06-20,0.7900,1.0000,1.28%,开放申购,开放赎回,
2016-06-17,0.7800,0.9900,0.26%,开放申购,开放赎回,
2016-06-16,0.7780,0.9880,-0.38%,开放申购,开放赎回,
2016-06-15,0.7810,0.9910,0.64%,开放申购,开放赎回,
2016-06-14,0.7760,0.9860,0.26%,开放申购,开放赎回,
2016-06-13,0.7740,0.9840,-1.40%,开放申购,开放赎回,
2016-06-08,0.7850,0.9950,-0.25%,开放申购,开放赎回,
2016-06-07,0.7870,0.9970,0.25%,开放申购,开放赎回,
2016-06-06,0.7850,0.9950,0.13%,开放申购,开放赎回,
2016-06-03,0.7840,0.9940,0.13%,开放申购,开放赎回,
2016-06-02,0.7830,0.9930,0.38%,开放申购,开放赎回,
2016-06-01,0.7800,0.9900,0.00%,开放申购,开放赎回,
2016-05-31,0.7800,0.9900,1.69%,开放申购,开放赎回,
2016-05-30,0.7670,0.9770,-0.26%,开放申购,开放赎回,
2016-05-27,0.7690,0.9790,0.00%,开放申购,开放赎回,
2016-05-26,0.7690,0.9790,0.26%,开放申购,开放赎回,
2016-05-25,0.7670,0.9770,-0.13%,开放申购,开放赎回,
2016-05-24,0.7680,0.9780,-0.39%,开放申购,开放赎回,
2016-05-23,0.7710,0.9810,0.52%,开放申购,开放赎回,
2016-05-20,0.7670,0.9770,0.39%,开放申购,开放赎回,
2016-05-19,0.7640,0.9740,0.13%,开放申购,开放赎回,
2016-05-18,0.7630,0.9730,-0.78%,开放申购,开放赎回,
2016-05-17,0.7690,0.9790,0.13%,开放申购,开放赎回,
2016-05-16,0.7680,0.9780,0.52%,开放申购,开放赎回,
2016-05-13,0.7640,0.9740,0.00%,开放申购,开放赎回,
2016-05-12,0.7640,0.9740,-0.13%,开放申购,开放赎回,
2016-05-11,0.7650,0.9750,0.00%,开放申购,开放赎回,
2016-05-10,0.7650,0.9750,0.00%,开放申购,开放赎回,
2016-05-09,0.7650,0.9750,-1.42%,开放申购,开放赎回,
2016-05-06,0.7760,0.9860,-1.52%,开放申购,开放赎回,
2016-05-05,0.7880,0.9980,0.13%,开放申购,开放赎回,
2016-05-04,0.7870,0.9970,0.13%,开放申购,开放赎回,
2016-05-03,0.7860,0.9960,1.03%,开放申购,开放赎回,
2016-04-29,0.7780,0.9880,0.00%,开放申购,开放赎回,
2016-04-28,0.7780,0.9880,0.13%,开放申购,开放赎回,
2016-04-27,0.7770,0.9870,-0.13%,开放申购,开放赎回,
2016-04-26,0.7780,0.9880,0.39%,开放申购,开放赎回,
2016-04-25,0.7750,0.9850,-0.39%,开放申购,开放赎回,
2016-04-22,0.7780,0.9880,0.26%,开放申购,开放赎回,
2016-04-21,0.7760,0.9860,-0.64%,开放申购,开放赎回,
2016-04-20,0.7810,0.9910,-1.26%,开放申购,开放赎回,
2016-04-19,0.7910,1.0010,0.00%,开放申购,开放赎回,
2016-04-18,0.7910,1.0010,-0.63%,开放申购,开放赎回,
2016-04-15,0.7960,1.0060,-0.13%,开放申购,开放赎回,
2016-04-14,0.7970,1.0070,0.13%,开放申购,开放赎回,
